scen_number;sensitivity;n_iter;walltime;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap;Beta;EUA_2022;CumulativeEmissions;TotalCost;waterbed_sealed;CumulativeEmissions_PS;CumulativeEmissions_IND;CumulativeEmissions_H2S
28;High discount rate;2143;343.2502480437835;4.650107588064822;0.09273390937437594;0.20669306336247514;1.0581985794015736;7.024014997184164;0.02552268600115759;0.11558616551284757;3.8638311148670055;0.17788322251289138;1.9564823891626715;12.902666481657638;0.006195801619631165;0.13414447570147156;0.000741399;68.40734967318217;12589.22632514622;1.7915339561269716e6;2040.0;2647.5277704587947;8947.298815315662;994.3997393717705
28;No new nuclear-biomass;2588;353.0605036784669;0.7633420112764959;0.02217801645390956;0.20622466289699773;2.1167608476685347;4.710282910992426;0.0360969701194945;0.015377744475845032;1.087951669267033;0.1878686835602717;1.2307982480419475;7.929472152089398;0.020045263073877127;0.007792373338770314;0.000741399;80.84582874080625;11872.394662870684;2.201537603032877e6;2040.0;2105.4046914910905;9320.517233664705;446.4727377148794
29;ref;2304;437.2164132151002;0.6719367139231119;0.033057958511065744;0.20659276726483938;0.8142170292138196;4.972743519306007;0.002739879750743672;0.011429650083291954;0.8548918542491316;0.14357739983649465;1.1425547846833433;8.833656033582754;0.0060357045571727145;0.012135171248901032;0.000741399;80.49596780424208;11877.945660586023;2.2020003154901015e6;2040.0;2084.356214493337;9357.214230481939;436.37521561075204
29;low natural gas price;1424;283.2259718090168;3.5733689683066756;0.050504228632923344;0.2064422154716613;1.1794116700216046;6.707454172781595;0.04432494163978922;0.06837468446840009;4.041475199758657;0.20153086173586207;0.801916712492154;12.940992783127157;0.007462680553549533;0.15263056379894183;0.000741399;97.87827521542093;11880.442275805213;1.9187666117291364e6;2040.0;2667.980394065849;8080.67244636046;1131.789435378903
29;high natural gas price;1705;278.3183797757335;0.8644653087937785;0.08342234495825333;0.20668533785562704;1.2610780415499832;5.141755452201486;0.004760210355368089;0.014151495535420276;1.3553857303351502;0.1489219396491105;1.039179856980822;9.491470868095137;0.005029075572501481;0.007195480685419631;0.000741399;80.68936728353822;12070.797547413313;2.2418759369771536e6;2040.0;2353.351070992545;9340.829083988523;376.6173924322272
29;Low RES buildout;2481;463.0718557072502;1.8343719204082123;0.03342987703344982;0.2066567020556728;0.8972692505238629;4.31498748633407;0.003968622205647803;0.07582319379773374;1.2854799586945767;0.13109494405548358;0.8515259283114578;8.228529962221463;0.0021810107750840826;0.020472230223889026;0.000741399;83.6763022332773;13076.886519167976;2.0196974658938833e6;2040.0;3043.0878456310606;9151.934111245086;881.864562291834
29;High RES buildout;2312;356.6824518958835;0.585742199547464;0.0943897301521432;0.20651943666040337;1.132725460875269;4.978776287529892;0.0028254205191262393;0.011541569314141097;0.9535359183986152;0.1907820332475492;1.1832851427303344;8.820995323995497;0.001425379625969831;0.002737530213765867;0.000741399;80.35667933571067;11484.420553627237;2.204950302516027e6;2040.0;1698.5126177789061;9369.265512969718;416.6424228786195
29;low industry emission reduction rate;2040;321.63289333088346;3.736534651627697;0.014723652886743748;0.20667671546895997;1.1697453492618162;6.724094955018843;0.003437753599070641;0.01394143226172872;3.395917813098095;0.19111046620720148;1.1810851720842042;12.178373297465477;0.007579965197022235;0.014786666592425574;0.000741399;87.03374963448267;11719.97075504195;2.2204698374969293e6;2041.0;2082.4842028180515;9247.790946556193;401.888860718972
29;cheap SMR+CCS;2304;374.1640406947335;0.6719367139231119;0.033057958511065744;0.20659276726483938;0.8142170292138196;4.972743519306007;0.002739879750743672;0.011429650083291954;0.8548918542491316;0.14357739983649465;1.1425547846833433;8.833656033582754;0.0060357045571727145;0.012135171248901032;0.000741399;80.49596780424208;11877.945660586023;2.2020003154901015e6;2040.0;2084.356214493337;9357.214230481939;436.37521561075204
29;expensive SMR+CCS;2304;359.1127512517835;0.6719367139231119;0.033057958511065744;0.20659276726483938;0.8142170292138196;4.972743519306007;0.002739879750743672;0.011429650083291954;0.8548918542491316;0.14357739983649465;1.1425547846833433;8.833656033582754;0.0060357045571727145;0.012135171248901032;0.000741399;80.49596780424208;11877.945660586023;2.2020003154901015e6;2040.0;2084.356214493337;9357.214230481939;436.37521561075204
29;High electrolysis buildout;2314;361.3385194644835;0.625191864735479;0.025862434909562727;0.20669024895715155;0.9157492020624975;4.8977792085699825;0.0027860690695420366;0.011108079136253184;0.9754771384244719;0.1458835692783981;0.9240146543057534;8.797179774866914;0.0029458428009275614;0.024419019045738028;0.000741399;80.48171677917122;11908.845225698853;2.194429577055434e6;2040.0;2092.85964583824;9354.420290222424;461.5652896381883
29;Extreme electrolysis buildout;2340;365.6351990914335;0.663608070545707;0.19834388813789516;0.20665330600680157;0.9017030021715993;4.679492684288087;0.002777010795087521;0.011447158855523032;0.8886138790151636;0.12323361803760954;0.8852815619107354;8.108583485890556;0.000646863834738452;0.002711748556209704;0.000741399;80.41234847004212;11858.258019932699;2.207769411259435e6;2040.0;2090.0421682015985;9364.983848217933;439.52182129545366
29;2030 res target 60;2250;351.5188365018668;0.7104310362022614;0.01568270072873224;0.206021260052558;1.2459363832222663;5.5965696131629645;0.0029404249054014496;0.010068767344155505;1.0205165961992597;0.15386642097397976;1.4406520432416932;10.155716438673036;0.0031078430128202755;0.022132086616555236;0.000741399;80.5116814070771;11870.26685111926;2.205080238891573e6;2040.0;2066.8919606662957;9355.25462921649;448.12026123647587
29;2030 res target 80;2357;368.1527194160669;0.63507514625644;0.07360562332675258;0.20659588862049286;2.043553851672029;5.3784764806318766;0.002718200233384618;0.008427070754241277;0.9602312995225188;0.12268370841088568;1.8122141722412182;9.972791909076768;0.0013719958316844923;0.008962093954752667;0.000741399;80.3479552809774;11883.289008931766;2.2045133808642095e6;2040.0;1900.0943802792003;9574.807899749863;464.88029956289535
29;Expensive RES;2302;363.09790155596687;0.8208532352155375;0.02143186199600452;0.2064031556408753;0.9151263803285493;6.114835147203798;0.0028142996122519272;0.01224626788756256;1.4168553186056068;0.14489962656651814;1.1759193423759415;11.18529758719605;0.002975480696583129;0.013000392150824602;0.000741399;80.63871529580852;11849.637571092215;2.239360080438941e6;2040.0;1868.7659929628041;9590.432042033688;453.76691991384115
29;Cheap RES;2129;314.2220550125668;0.6541418253375159;0.03989794194113202;0.20636193429972383;1.061302217449391;4.753595820660571;0.0033019749821710594;0.01141648196285719;0.9472325941690557;0.14590154257059973;1.152136847384827;8.446215111816079;0.0016618900460783751;0.025101660823946922;0.000741399;80.6662897631447;11932.590466361156;2.129507420291663e6;2040.0;2106.5677549245997;9341.583953941587;484.4387574949762
29;low demand growth;2652;433.01388619281687;1.1700420394165467;0.012900386454894342;0.17538730639465322;1.2034544436602077;4.008732343916994;0.002139859288775653;0.009387349596702963;0.7275059488220559;0.12571152510901526;1.2763449090892562;5.258865462623689;0.0010832254950734659;0.009974351178729843;0.000741399;78.54069532199607;11868.787207988587;2.0721564096617957e6;2040.0;1754.5844228307092;9665.4403478072;456.7436996132423
29;high demand growth;1685;287.14217131358345;4.390657693804392;0.10629289533953933;0.2687574343112485;1.1335554144243343;7.241447514405881;0.004762922338572257;0.017620208276706715;2.9977024341423335;0.25453817457407846;1.2390826090637659;14.152412401905433;0.010517246521138024;0.008929517260223426;0.000741399;86.1700238786929;11983.645192443357;2.463955844343276e6;2040.0;2565.4595023491497;8909.015739788934;509.1699503052759
29;expensive electrolysis;2508;407.20013116615024;0.5464625915673463;0.02552846187588807;0.20655369455263098;0.9068719683951152;4.251307068340291;0.002403166952449477;0.011279697290163383;0.5898391569383329;0.14266795271181748;1.1230873606305938;7.105890170960089;0.0012149053512567139;0.002685164993489148;0.000741399;80.26540867650304;11905.499735255311;2.2145747425298225e6;2040.0;2100.5957042902496;9377.029435520682;427.87459544438474
29;cheap electrolysis;2159;342.1430121262668;0.6757350650606844;0.05259883896111699;0.20668185826843766;0.9115133457174183;5.073576945338183;0.0030993079994533317;0.010446052353044487;0.9807441738590214;0.17873450066117302;1.0993936555987338;9.066864551126123;0.006830705188663101;0.011076439930829898;0.000741399;80.57199016963526;11883.703744189901;2.1789221017263765e6;2040.0;1900.0943802792003;9574.807899749863;464.88029956289535
29;double CNHydrogen target 2030;2240;365.06796256426685;0.7567946638199504;0.013963501830669724;0.20672612349111483;0.9471988696341546;5.259325384362834;0.003020819849125858;0.17013244235374395;1.135099002950021;0.12275378035396901;1.0860940173834275;10.377515717984656;0.0007018962670770532;0.3735855552899058;0.000741399;80.62480032616985;11874.309397816023;2.203371187674536e6;2040.0;2085.9331560935643;9339.396981673446;448.9792600490182
29;Low discount rate;1709;267.92529050471677;4.585978723081429;0.17269437184307082;0.20661953270337616;0.7516863435998759;1.6676037209789707;0.0026241942152347877;0.016983980870691102;3.417728938803211;0.13654229553774297;0.8022261070130644;1.052344698517393;0.0027103360245679894;0.017917017260850945;0.000741399;105.02300130826374;11454.613279848982;2.573938602035476e6;2042.0;1961.1000351199332;9106.937110130832;386.57613459821715
29;High discount rate;1631;262.44783136393346;3.4990614752760703;0.14967088986461202;0.20632838807784512;1.3994016048524696;7.880875818036354;0.0061614231014288905;0.10756148013516618;3.708713182273125;0.20604422845828355;1.5165995744295362;14.517002492129977;0.006540007513178348;0.12475539219777189;0.000741399;69.47887318737152;12564.665056567306;1.7789428999506726e6;2040.0;1841.6712491171245;9519.002309858399;465.3611664586822
29;No new nuclear-biomass;2237;307.7827280189002;0.6503322973013129;0.02559546618523766;0.20635155464745814;0.42265279821013446;4.694191759373867;0.003009937280636934;0.01137434909184309;1.0158437815358312;0.142082349992629;0.6396225222329031;8.457183273713916;0.001517083999822451;0.01207154288880269;0.000741399;80.73334605181125;11866.358626696923;2.2019547071947237e6;2040.0;1950.401628338603;9459.75336219741;406.8897914144988
30;ref;2242;506.0793866632336;0.7227560869075965;0.04568286621837291;0.20654641355461778;0.4191102421634141;4.978596388106237;0.002940112115015901;0.010806783918001401;1.1044711986569429;0.12316506198733002;0.7262224580977025;8.871711937770293;0.0031073591142265354;0.002576271016492416;0.000741399;80.6388697156961;11870.286482766534;2.2025072290481143e6;2040.0;2086.286156334477;9353.288894158322;430.71143227372386
30;low natural gas price;1466;339.84712966085016;3.423552961199948;0.06537120664938918;0.20595010150238413;0.3499074555924954;6.204972327025969;0.058279439631909936;0.06418283255794156;4.4637438787357295;0.16392225248195716;0.3884408250642223;11.986422163732298;0.13047401004326797;0.031593100333335934;0.000741399;97.05856654886666;11897.830812669297;1.918890756698697e6;2040.0;2646.8517936028593;8607.607608747792;767.8403083820574
30;high natural gas price;1674;322.75437155880013;0.9036890591352748;0.05262587425747671;0.2065950855875795;0.3541285859852491;4.6168289067345185;0.004962558494073135;0.014215944721633905;0.9299280680496815;0.12945307486358243;0.5567664899983483;8.284599866498038;0.0024876841852639157;0.03125075367147384;0.000741399;80.90994920931557;12067.51106305756;2.241665144329602e6;2040.0;2358.371302712293;9335.918448616667;373.22131172860253
30;Low RES buildout;2357;491.26244566290023;2.5054627973775254;0.023896279368611977;0.2067248129052056;0.34815094082039144;4.5174441170828095;0.009540294405431865;0.08268616416179368;1.2704790927075897;0.14551439477569;0.6015727537303567;8.460196965701902;0.009863708003558028;0.025174780994621216;0.000741399;83.71642086585221;13075.964700102;2.0195404782158402e6;2040.0;3039.301388741485;9153.072916291207;883.5903950693138
30;High RES buildout;2222;423.2881110772502;0.5663478016985984;0.008210678836445984;0.20672462315131526;0.5240953335642804;4.861801069970712;0.0029905139946935313;0.010914337188069287;0.8448231162687975;0.11517898607087185;0.700044191485399;8.283724535144257;0.0031602254991264086;0.005567245032239689;0.000741399;80.48467066233917;11474.73094473143;2.2041169955388457e6;2040.0;1696.1998031174894;9365.652982233032;412.8781593809079
30;low industry emission reduction rate;1928;400.26856563635016;3.389894862722151;0.017939242355127574;0.20652382384489862;0.5555209108881637;6.427941898307787;0.0039408890938327735;0.013312457069541166;3.4173936202787822;0.16214954271294102;0.845373626304788;12.489680041856001;0.0009068655251422673;0.014136837713361352;0.000741399;87.00892670272792;11720.202826566865;2.220847094986105e6;2041.0;2050.2590872627175;9225.929906037341;444.0138332668109
30;cheap SMR+CCS;2242;471.33206905915023;0.7227560869075965;0.04568286621837291;0.20654641355461778;0.4191102421634141;4.978596388106237;0.002940112115015901;0.010806783918001401;1.1044711986569429;0.12316506198733002;0.7262224580977025;8.871711937770293;0.0031073591142265354;0.002576271016492416;0.000741399;80.6388697156961;11870.286482766534;2.2025072290481143e6;2040.0;2086.286156334477;9353.288894158322;430.71143227372386
30;expensive SMR+CCS;2242;447.48861480298353;0.7227560869075965;0.04568286621837291;0.20654641355461778;0.4191102421634141;4.978596388106237;0.002940112115015901;0.010806783918001401;1.1044711986569429;0.12316506198733002;0.7262224580977025;8.871711937770293;0.0031073591142265354;0.002576271016492416;0.000741399;80.6388697156961;11870.286482766534;2.2025072290481143e6;2040.0;2086.286156334477;9353.288894158322;430.71143227372386
30;High electrolysis buildout;2207;445.0080530055836;0.7210733677611355;0.009300214577053692;0.20675772710973767;0.4582906051163135;5.1067397382156825;0.0030666139572171473;0.010608784182250596;1.0686544276972116;0.12607231613498346;0.6977989588015842;9.127986800959842;0.0015450603012311266;0.023304898121357765;0.000741399;80.71808400637626;11900.699141229486;2.1942331189793563e6;2040.0;2094.1387792245187;9343.401150588481;463.15921141649125
30;Extreme electrolysis buildout;2255;456.2294648908336;0.7893533477857129;0.044936901614330844;0.20666315221689915;0.4029134127520466;4.7638670755348365;0.0029440088172759415;0.010251391057868943;0.8999595133740599;0.11862980051200865;0.7296204523330869;8.249765496265345;0.0014841897603188145;0.022517434346538436;0.000741399;80.59796751664744;11849.72386053046;2.207603265389942e6;2041.0;2084.131716797046;9247.288033083898;407.55099022694856
30;2030 res target 60;2199;454.17289194978355;0.6513348231675672;0.025047879958307106;0.20663583124734103;1.2156565346861465;5.209487754697095;0.0030876429192983213;0.010527888189526092;1.0856682376142142;0.15057466818341866;1.0251111649857323;10.266404849219942;0.0015554933521396467;0.02312914750707895;0.000741399;80.55700320528507;11869.97140226996;2.204991353241006e6;2040.0;2068.8480146273173;9359.471489694362;441.65189794828075
30;2030 res target 80;2273;464.07086917968354;0.6716022848886235;0.05260904218748435;0.20663323027660635;2.4043872929054415;5.538421993358335;0.002792988652710171;0.00977274228177985;0.9504065714718757;0.1343514982360994;1.392986227254395;10.071076744643841;0.006153281074651895;0.010387864828152604;0.000741399;80.40338276550305;11878.993966116093;2.2052568992498824e6;2040.0;2063.03237937475;9376.107046066081;439.854540675271
30;Expensive RES;2153;440.2738600010502;0.9581089703236683;0.03590886745883497;0.20655007627610658;0.43434135049380235;5.971806430166009;0.0030939587543183386;0.01157830739642009;1.5826779510646436;0.1590304947283765;0.7584964323848544;11.660269701079027;0.006819055676210317;0.002757227482595303;0.000741399;80.90430915601416;11838.591658630523;2.241461949382974e6;2040.0;2071.4111334534878;9325.492036864307;441.68848831271646
30;Cheap RES;2071;392.3178624198835;0.7051362738110076;0.026798225873731835;0.2062099774470299;0.5394468628332307;4.631219762001855;0.0034492085780260012;0.011976990008464077;0.9028058292903456;0.1376072354790625;0.8513551033785393;7.701923694667332;0.0017345391757719896;0.002844800457552055;0.000741399;80.78201306076797;11928.170768054886;2.129668193292754e6;2041.0;1870.9133458363492;9487.496962305118;416.3881231749244
30;low demand growth;2582;514.9095630317169;1.2197907607780578;0.017886430565565808;0.17544431343555955;0.5626303721476104;3.775878112111695;0.0022203294302730113;0.0086289666918473;0.6676096113223836;0.12965496683291874;0.9237657651121072;5.430012057104777;0.0023509437695112393;0.004414837384516098;0.000741399;78.50756780699132;11865.9300330792;2.073485070288951e6;2041.0;1723.9552619285719;9550.333648687596;428.2879996420038
30;high demand growth;1265;246.62803262258345;3.075469040299336;0.04817665369021971;0.2692571222461764;1.6173834266294282;9.636363684295391;0.007294661998128922;0.021887463089329994;5.972187006822988;0.21984006720134167;1.6777741768357037;18.069475908721802;0.016099149682166438;0.00513664516901127;0.000741399;87.76030426736341;11949.978500292902;2.466867392644274e6;2040.0;2571.834028329934;8801.928679716775;576.2157922462088
30;expensive electrolysis;2399;478.18533262871694;0.4886534812718633;0.03969211189517628;0.20641224007572578;0.4864379022458328;4.625490569299685;0.0026099121758732143;0.010005559221722136;0.9208166783252411;0.13381611836320045;0.718052570367977;7.905593658776036;0.0013179490076584153;0.02196442760776635;0.000741399;80.35881491528173;11884.158328527184;2.2155738072924977e6;2040.0;2084.130118458201;9376.353944897512;423.6742651714646
30;cheap electrolysis;2106;414.43841655850025;0.7431170149605266;0.023834835939304383;0.20667041479393444;0.5187482829050284;4.978233487417434;0.003304398663037851;0.010176251458116408;0.929907796244113;0.13458757619927686;0.6771306153756362;8.51909442854483;0.003489159927965967;0.0024112144156567465;0.000741399;80.70497161464652;11879.007188334432;2.179009440752213e6;2040.0;2093.1154238866056;9344.534003803421;441.35776064441825
30;double CNHydrogen target 2030;2085;419.9858932334668;0.8988553579563722;0.04083289585847823;0.2064710786425594;0.5514160321307692;5.769527862503284;0.0032820077834259946;0.17980936485663024;1.3754322060697757;0.16609049991183097;0.7470781965771947;11.141403518720555;0.007235300494933369;0.0949036488331296;0.000741399;80.84543150288773;11867.683826948994;2.204149886230139e6;2041.0;1874.3739996818224;9488.063165359019;416.2112801345988
30;Low discount rate;1669;328.1267039342835;5.378435858117844;0.043920066656770944;0.2065133141967457;0.4241108490813135;0.6976517947813621;0.0028209805364422208;0.016162830119786874;3.5846954098979316;0.17427151448015496;0.5219459755758517;0.49721121895001297;0.0006269751724812307;0.00814070247821999;0.000741399;105.92136055484646;11414.27241063873;2.5725344395923815e6;2042.0;1938.9553731505782;9088.408419152503;386.908618335647
30;High discount rate;1645;330.6919449369835;3.318001915784544;0.049691802109374544;0.20666235387966672;1.0043117285132344;7.069836751960125;0.005862115780741193;0.01885105338619513;4.412336270722569;0.15183043827494244;1.0445820386966378;14.10498000486129;0.012887698401819369;0.01052415011298859;0.000741399;68.85159655285601;12591.742735722195;1.7831160852152347e6;2040.0;2692.8327124014213;8942.788456256927;956.1215670638373
